reporting_unit,reporting_unit_type,state,peer_group,financial_year,year,triage_category,number_of_presentations,number_of_presentations_flag,pct_seen_on_time,pct_seen_on_time_flag,peer_group_avg_pct,peer_group_avg_pct_flag
Alfred Health (Vic),Local Hospital Network,Vic,,2022-23,2022,Emergency,15274.0,reported,0.65,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2023-24,2023,Emergency,15760.0,reported,0.67,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2024-25,2024,Emergency,15410.0,reported,0.69,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2018-19,2018,Non-Urgent,5476.0,reported,0.95,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2019-20,2019,Non-Urgent,4841.0,reported,0.93,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2020-21,2020,Non-Urgent,3657.0,reported,0.91,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2021-22,2021,Non-Urgent,3987.0,reported,0.89,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2022-23,2022,Non-Urgent,3614.0,reported,0.9,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2023-24,2023,Non-Urgent,2651.0,reported,0.88,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2024-25,2024,Non-Urgent,2719.0,reported,0.89,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2018-19,2018,Resuscitation,749.0,reported,1.0,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2019-20,2019,Resuscitation,844.0,reported,1.0,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2020-21,2020,Resuscitation,927.0,reported,1.0,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2021-22,2021,Resuscitation,918.0,reported,1.0,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2022-23,2022,Resuscitation,1115.0,reported,1.0,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2023-24,2023,Resuscitation,1158.0,reported,1.0,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2024-25,2024,Resuscitation,1122.0,reported,1.0,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2018-19,2018,Semi-Urgent,40297.0,reported,0.83,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2019-20,2019,Semi-Urgent,37077.0,reported,0.81,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2020-21,2020,Semi-Urgent,32494.0,reported,0.75,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2021-22,2021,Semi-Urgent,34038.0,reported,0.7,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2022-23,2022,Semi-Urgent,34566.0,reported,0.69,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2023-24,2023,Semi-Urgent,34882.0,reported,0.7,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2024-25,2024,Semi-Urgent,35644.0,reported,0.69,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2018-19,2018,Urgent,40337.0,reported,0.76,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2019-20,2019,Urgent,40496.0,reported,0.74,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2020-21,2020,Urgent,39666.0,reported,0.65,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2021-22,2021,Urgent,42588.0,reported,0.57,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2022-23,2022,Urgent,43931.0,reported,0.59,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2023-24,2023,Urgent,44012.0,reported,0.6,reported,,reported
Alfred Health (Vic),Local Hospital Network,Vic,,2024-25,2024,Urgent,44677.0,reported,0.61,reported,,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2011-12,2011,Emergency,2959.0,reported,0.87,reported,0.79,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2012-13,2012,Emergency,4328.0,reported,0.87,reported,0.81,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2013-14,2013,Emergency,4046.0,reported,0.88,reported,0.83,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2014-15,2014,Emergency,4449.0,reported,0.91,reported,0.8,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2015-16,2015,Emergency,4495.0,reported,0.86,reported,0.77,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2016-17,2016,Emergency,4498.0,reported,0.87,reported,0.79,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2017-18,2017,Emergency,4487.0,reported,0.87,reported,0.77,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2018-19,2018,Emergency,5460.0,reported,0.83,reported,0.75,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2019-20,2019,Emergency,5236.0,reported,0.86,reported,0.71,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2020-21,2020,Emergency,5367.0,reported,0.79,reported,0.69,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2021-22,2021,Emergency,5197.0,reported,0.85,reported,0.63,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2022-23,2022,Emergency,5905.0,reported,0.83,reported,0.62,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2023-24,2023,Emergency,6512.0,reported,0.84,reported,0.64,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2024-25,2024,Emergency,6741.0,reported,0.76,reported,0.69,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2011-12,2011,Non-Urgent,1332.0,reported,0.86,reported,0.91,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2012-13,2012,Non-Urgent,1266.0,reported,0.87,reported,0.92,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2013-14,2013,Non-Urgent,1236.0,reported,0.89,reported,0.92,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2014-15,2014,Non-Urgent,1546.0,reported,0.92,reported,0.91,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2015-16,2015,Non-Urgent,1166.0,reported,0.92,reported,0.91,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2016-17,2016,Non-Urgent,1379.0,reported,0.94,reported,0.9,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2017-18,2017,Non-Urgent,1550.0,reported,0.93,reported,0.9,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2018-19,2018,Non-Urgent,1177.0,reported,0.91,reported,0.89,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2019-20,2019,Non-Urgent,1091.0,reported,0.95,reported,0.9,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2020-21,2020,Non-Urgent,1108.0,reported,0.92,reported,0.9,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2021-22,2021,Non-Urgent,1016.0,reported,0.94,reported,0.89,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2022-23,2022,Non-Urgent,889.0,reported,0.93,reported,0.87,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2023-24,2023,Non-Urgent,900.0,reported,0.96,reported,0.89,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2024-25,2024,Non-Urgent,879.0,reported,0.94,reported,0.91,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2011-12,2011,Resuscitation,55.0,reported,1.0,reported,0.99,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2012-13,2012,Resuscitation,120.0,reported,1.0,reported,1.0,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2013-14,2013,Resuscitation,142.0,reported,1.0,reported,1.0,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2014-15,2014,Resuscitation,195.0,reported,1.0,reported,0.99,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2015-16,2015,Resuscitation,210.0,reported,1.0,reported,1.0,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2016-17,2016,Resuscitation,158.0,reported,1.0,reported,1.0,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2017-18,2017,Resuscitation,125.0,reported,1.0,reported,1.0,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2018-19,2018,Resuscitation,180.0,reported,1.0,reported,1.0,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2019-20,2019,Resuscitation,184.0,reported,1.0,reported,1.0,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2020-21,2020,Resuscitation,176.0,reported,1.0,reported,1.0,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2021-22,2021,Resuscitation,232.0,reported,1.0,reported,1.0,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2022-23,2022,Resuscitation,270.0,reported,1.0,reported,1.0,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2023-24,2023,Resuscitation,282.0,reported,1.0,reported,1.0,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2024-25,2024,Resuscitation,236.0,reported,1.0,reported,1.0,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2011-12,2011,Semi-Urgent,22439.0,reported,0.62,reported,0.69,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2012-13,2012,Semi-Urgent,20694.0,reported,0.63,reported,0.71,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2013-14,2013,Semi-Urgent,19568.0,reported,0.7,reported,0.74,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2014-15,2014,Semi-Urgent,19871.0,reported,0.75,reported,0.73,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2015-16,2015,Semi-Urgent,19614.0,reported,0.79,reported,0.72,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2016-17,2016,Semi-Urgent,19790.0,reported,0.82,reported,0.73,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2017-18,2017,Semi-Urgent,19332.0,reported,0.83,reported,0.72,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2018-19,2018,Semi-Urgent,18778.0,reported,0.84,reported,0.71,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2019-20,2019,Semi-Urgent,18153.0,reported,0.91,reported,0.74,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2020-21,2020,Semi-Urgent,17713.0,reported,0.88,reported,0.76,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2021-22,2021,Semi-Urgent,17574.0,reported,0.9,reported,0.73,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2022-23,2022,Semi-Urgent,16599.0,reported,0.9,reported,0.7,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2023-24,2023,Semi-Urgent,15778.0,reported,0.92,reported,0.74,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2024-25,2024,Semi-Urgent,14836.0,reported,0.9,reported,0.78,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2011-12,2011,Urgent,11422.0,reported,0.75,reported,0.67,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2012-13,2012,Urgent,11255.0,reported,0.72,reported,0.66,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2013-14,2013,Urgent,10994.0,reported,0.75,reported,0.68,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2014-15,2014,Urgent,11304.0,reported,0.8,reported,0.66,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2015-16,2015,Urgent,11669.0,reported,0.8,reported,0.65,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2016-17,2016,Urgent,12618.0,reported,0.83,reported,0.65,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2017-18,2017,Urgent,12794.0,reported,0.83,reported,0.63,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2018-19,2018,Urgent,13282.0,reported,0.82,reported,0.63,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2019-20,2019,Urgent,13812.0,reported,0.89,reported,0.67,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2020-21,2020,Urgent,14066.0,reported,0.84,reported,0.66,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2021-22,2021,Urgent,15115.0,reported,0.88,reported,0.62,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2022-23,2022,Urgent,15416.0,reported,0.88,reported,0.63,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2023-24,2023,Urgent,15604.0,reported,0.88,reported,0.66,reported
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2024-25,2024,Urgent,15691.0,reported,0.83,reported,0.72,reported
Austin Health (Vic),Local Hospital Network,Vic,,2018-19,2018,Emergency,10387.0,reported,0.65,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2019-20,2019,Emergency,11554.0,reported,0.74,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2020-21,2020,Emergency,13608.0,reported,0.74,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2021-22,2021,Emergency,16397.0,reported,0.74,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2022-23,2022,Emergency,19818.0,reported,0.74,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2023-24,2023,Emergency,21808.0,reported,0.72,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2024-25,2024,Emergency,22383.0,reported,0.69,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2018-19,2018,Non-Urgent,5552.0,reported,0.88,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2019-20,2019,Non-Urgent,4854.0,reported,0.89,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2020-21,2020,Non-Urgent,4733.0,reported,0.9,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2021-22,2021,Non-Urgent,3728.0,reported,0.87,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2022-23,2022,Non-Urgent,2841.0,reported,0.86,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2023-24,2023,Non-Urgent,2272.0,reported,0.84,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2024-25,2024,Non-Urgent,2681.0,reported,0.83,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2018-19,2018,Resuscitation,434.0,reported,1.0,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2019-20,2019,Resuscitation,406.0,reported,1.0,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2020-21,2020,Resuscitation,554.0,reported,1.0,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2021-22,2021,Resuscitation,540.0,reported,1.0,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2022-23,2022,Resuscitation,635.0,reported,1.0,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2023-24,2023,Resuscitation,550.0,reported,1.0,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2024-25,2024,Resuscitation,774.0,reported,1.0,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2018-19,2018,Semi-Urgent,34429.0,reported,0.76,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2019-20,2019,Semi-Urgent,27636.0,reported,0.79,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2020-21,2020,Semi-Urgent,27216.0,reported,0.8,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2021-22,2021,Semi-Urgent,24296.0,reported,0.77,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2022-23,2022,Semi-Urgent,21735.0,reported,0.79,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2023-24,2023,Semi-Urgent,19656.0,reported,0.75,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2024-25,2024,Semi-Urgent,21196.0,reported,0.76,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2018-19,2018,Urgent,35028.0,reported,0.71,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2019-20,2019,Urgent,33449.0,reported,0.78,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2020-21,2020,Urgent,34455.0,reported,0.78,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2021-22,2021,Urgent,37473.0,reported,0.77,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2022-23,2022,Urgent,36747.0,reported,0.82,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2023-24,2023,Urgent,36084.0,reported,0.8,reported,,reported
Austin Health (Vic),Local Hospital Network,Vic,,2024-25,2024,Urgent,36857.0,reported,0.8,reported,,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2011-12,2011,Emergency,8259.0,reported,0.8,reported,0.8,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2012-13,2012,Emergency,8685.0,reported,0.83,reported,0.8,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2013-14,2013,Emergency,9476.0,reported,0.82,reported,0.78,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2014-15,2014,Emergency,9605.0,reported,0.81,reported,0.74,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2015-16,2015,Emergency,10621.0,reported,0.8,reported,0.73,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2016-17,2016,Emergency,10938.0,reported,0.59,reported,0.71,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2017-18,2017,Emergency,10362.0,reported,0.52,reported,0.7,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2018-19,2018,Emergency,10387.0,reported,0.65,reported,0.69,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2019-20,2019,Emergency,11554.0,reported,0.74,reported,0.69,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2020-21,2020,Emergency,13608.0,reported,0.74,reported,0.66,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2021-22,2021,Emergency,16397.0,reported,0.74,reported,0.59,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2022-23,2022,Emergency,19818.0,reported,0.74,reported,0.6,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2023-24,2023,Emergency,21808.0,reported,0.72,reported,0.64,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2024-25,2024,Emergency,22383.0,reported,0.69,reported,0.65,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2011-12,2011,Non-Urgent,2478.0,reported,0.89,reported,0.88,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2012-13,2012,Non-Urgent,2212.0,reported,0.92,reported,0.9,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2013-14,2013,Non-Urgent,2837.0,reported,0.91,reported,0.92,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2014-15,2014,Non-Urgent,4121.0,reported,0.92,reported,0.92,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2015-16,2015,Non-Urgent,4691.0,reported,0.95,reported,0.92,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2016-17,2016,Non-Urgent,4388.0,reported,0.93,reported,0.92,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2017-18,2017,Non-Urgent,5116.0,reported,0.9,reported,0.9,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2018-19,2018,Non-Urgent,5552.0,reported,0.88,reported,0.89,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2019-20,2019,Non-Urgent,4854.0,reported,0.89,reported,0.92,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2020-21,2020,Non-Urgent,4733.0,reported,0.9,reported,0.93,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2021-22,2021,Non-Urgent,3728.0,reported,0.87,reported,0.91,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2022-23,2022,Non-Urgent,2841.0,reported,0.86,reported,0.84,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2023-24,2023,Non-Urgent,2272.0,reported,0.84,reported,0.85,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2024-25,2024,Non-Urgent,2681.0,reported,0.83,reported,0.84,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2011-12,2011,Resuscitation,486.0,reported,1.0,reported,1.0,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2012-13,2012,Resuscitation,462.0,reported,1.0,reported,1.0,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2013-14,2013,Resuscitation,347.0,reported,1.0,reported,1.0,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2014-15,2014,Resuscitation,384.0,reported,1.0,reported,1.0,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2015-16,2015,Resuscitation,443.0,reported,1.0,reported,1.0,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2016-17,2016,Resuscitation,464.0,reported,1.0,reported,1.0,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2017-18,2017,Resuscitation,433.0,reported,1.0,reported,1.0,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2018-19,2018,Resuscitation,434.0,reported,1.0,reported,1.0,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2019-20,2019,Resuscitation,406.0,reported,1.0,reported,1.0,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2020-21,2020,Resuscitation,554.0,reported,1.0,reported,1.0,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2021-22,2021,Resuscitation,540.0,reported,1.0,reported,1.0,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2022-23,2022,Resuscitation,635.0,reported,1.0,reported,1.0,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2023-24,2023,Resuscitation,550.0,reported,1.0,reported,0.99,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2024-25,2024,Resuscitation,774.0,reported,1.0,reported,1.0,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2011-12,2011,Semi-Urgent,22666.0,reported,0.68,reported,0.69,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2012-13,2012,Semi-Urgent,24924.0,reported,0.75,reported,0.71,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2013-14,2013,Semi-Urgent,25775.0,reported,0.77,reported,0.75,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2014-15,2014,Semi-Urgent,27887.0,reported,0.83,reported,0.75,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2015-16,2015,Semi-Urgent,28743.0,reported,0.88,reported,0.74,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2016-17,2016,Semi-Urgent,28884.0,reported,0.82,reported,0.73,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2017-18,2017,Semi-Urgent,31646.0,reported,0.77,reported,0.71,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2018-19,2018,Semi-Urgent,34429.0,reported,0.76,reported,0.69,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2019-20,2019,Semi-Urgent,27636.0,reported,0.79,reported,0.73,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2020-21,2020,Semi-Urgent,27216.0,reported,0.8,reported,0.71,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2021-22,2021,Semi-Urgent,24296.0,reported,0.77,reported,0.68,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2022-23,2022,Semi-Urgent,21735.0,reported,0.79,reported,0.64,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2023-24,2023,Semi-Urgent,19656.0,reported,0.75,reported,0.66,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2024-25,2024,Semi-Urgent,21196.0,reported,0.76,reported,0.65,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2011-12,2011,Urgent,29182.0,reported,0.61,reported,0.63,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2012-13,2012,Urgent,31098.0,reported,0.69,reported,0.65,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2013-14,2013,Urgent,32646.0,reported,0.71,reported,0.67,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2014-15,2014,Urgent,33035.0,reported,0.8,reported,0.66,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2015-16,2015,Urgent,34706.0,reported,0.83,reported,0.64,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2016-17,2016,Urgent,35758.0,reported,0.74,reported,0.61,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2017-18,2017,Urgent,36264.0,reported,0.67,reported,0.59,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2018-19,2018,Urgent,35028.0,reported,0.71,reported,0.57,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2019-20,2019,Urgent,33449.0,reported,0.78,reported,0.62,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2020-21,2020,Urgent,34455.0,reported,0.78,reported,0.59,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2021-22,2021,Urgent,37473.0,reported,0.77,reported,0.55,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2022-23,2022,Urgent,36747.0,reported,0.82,reported,0.55,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2023-24,2023,Urgent,36084.0,reported,0.8,reported,0.58,reported
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2024-25,2024,Urgent,36857.0,reported,0.8,reported,0.58,reported
Bairnsdale Regional Health Service,Hospital,Vic,Small hospitals,2011-12,2011,Emergency,1089.0,reported,0.81,reported,0.81,reported
Bairnsdale Regional Health Service,Hospital,Vic,Small hospitals,2012-13,2012,Emergency,1198.0,reported,0.74,reported,0.88,reported
Bairnsdale Regional Health Service,Hospital,Vic,Small hospitals,2013-14,2013,Emergency,1179.0,reported,0.8,reported,0.85,reported
Bairnsdale Regional Health Service,Hospital,Vic,Small hospitals,2014-15,2014,Emergency,1508.0,reported,0.88,reported,0.86,reported
Bairnsdale Regional Health Service,Hospital,Vic,Small hospitals,2015-16,2015,Emergency,1548.0,reported,0.88,reported,0.86,reported
Bairnsdale Regional Health Service,Hospital,Vic,Small hospitals,2016-17,2016,Emergency,1675.0,reported,0.89,reported,0.86,reported
Bairnsdale Regional Health Service,Hospital,Vic,Small hospitals,2017-18,2017,Emergency,2383.0,reported,0.78,reported,0.85,reported
Bairnsdale Regional Health Service,Hospital,Vic,Small hospitals,2018-19,2018,Emergency,2827.0,reported,0.8,reported,0.83,reported
Bairnsdale Regional Health Service,Local Hospital Network,Vic,,2018-19,2018,Emergency,2827.0,reported,0.8,reported,,reported
