reporting_unit,reporting_unit_type,state,peer_group,financial_year,year,patient_cohort,number_of_presentations,number_of_presentations_flag,median_time,p90_time,peer_group_avg_p90_time
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2012-13,2012,Subsequently admitted patients,7146.0,reported,4 hrs 59 mins,9 hrs 4 mins,15 hrs 23 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2013-14,2013,Subsequently admitted patients,7353.0,reported,4 hrs 51 mins,8 hrs 34 mins,12 hrs 43 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2014-15,2014,Subsequently admitted patients,8049.0,reported,5 hrs 16 mins,10 hrs 51 mins,12 hrs 36 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2015-16,2015,Subsequently admitted patients,8020.0,reported,5 hrs 22 mins,11 hrs 29 mins,10 hrs 42 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2016-17,2016,Subsequently admitted patients,8009.0,reported,5 hrs 15 mins,14 hrs 8 mins,10 hrs 25 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2017-18,2017,Subsequently admitted patients,8453.0,reported,5 hrs 1 mins,10 hrs 38 mins,10 hrs 48 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2018-19,2018,Subsequently admitted patients,9379.0,reported,5 hrs 8 mins,11 hrs 17 mins,11 hrs 32 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2019-20,2019,Subsequently admitted patients,9733.0,reported,4 hrs 45 mins,9 hrs 9 mins,11 hrs 49 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2020-21,2020,Subsequently admitted patients,9394.0,reported,5 hrs 28 mins,13 hrs 56 mins,13 hrs 4 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2021-22,2021,Subsequently admitted patients,8795.0,reported,6 hrs 46 mins,18 hrs 24 mins,16 hrs 18 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2022-23,2022,Subsequently admitted patients,9584.0,reported,7 hrs 49 mins,22 hrs 17 mins,19 hrs 20 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2023-24,2023,Subsequently admitted patients,9309.0,reported,8 hrs 22 mins,24 hrs 44 mins,18 hrs 52 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2024-25,2024,Subsequently admitted patients,9771.0,reported,10 hrs 5 mins,25 hrs 50 mins,19 hrs 39 mins
Broome Hospital,Hospital,WA,Small hospitals,2011-12,2011,All patients,21069.0,reported,1 hrs 45 mins,4 hrs 21 mins,4 hrs 29 mins
Broome Hospital,Hospital,WA,Small hospitals,2012-13,2012,All patients,21232.0,reported,1 hrs 33 mins,4 hrs 1 mins,4 hrs 33 mins
Broome Hospital,Hospital,WA,Small hospitals,2013-14,2013,All patients,21502.0,reported,1 hrs 27 mins,3 hrs 33 mins,4 hrs 27 mins
Broome Hospital,Hospital,WA,Small hospitals,2014-15,2014,All patients,20796.0,reported,1 hrs 34 mins,3 hrs 48 mins,4 hrs 27 mins
Broome Hospital,Hospital,WA,Small hospitals,2015-16,2015,All patients,21601.0,reported,1 hrs 36 mins,3 hrs 51 mins,4 hrs 28 mins
Broome Hospital,Hospital,WA,Small hospitals,2016-17,2016,All patients,23023.0,reported,1 hrs 44 mins,4 hrs 6 mins,4 hrs 32 mins
Broome Hospital,Hospital,WA,Small hospitals,2017-18,2017,All patients,24510.0,reported,2 hrs 0 mins,4 hrs 45 mins,4 hrs 41 mins
Broome Hospital,Hospital,WA,Small hospitals,2018-19,2018,All patients,24034.0,reported,1 hrs 51 mins,4 hrs 37 mins,4 hrs 49 mins
Broome Hospital,Hospital,WA,Small hospitals,2019-20,2019,All patients,23973.0,reported,2 hrs 1 mins,4 hrs 54 mins,4 hrs 59 mins
Broome Hospital,Hospital,WA,Small hospitals,2020-21,2020,All patients,25005.0,reported,2 hrs 27 mins,5 hrs 49 mins,5 hrs 20 mins
Broome Hospital,Hospital,WA,Small hospitals,2021-22,2021,All patients,25014.0,reported,2 hrs 31 mins,6 hrs 20 mins,5 hrs 49 mins
Broome Hospital,Hospital,WA,Small hospitals,2022-23,2022,All patients,26409.0,reported,2 hrs 22 mins,6 hrs 8 mins,6 hrs 6 mins
Broome Hospital,Hospital,WA,Small hospitals,2023-24,2023,All patients,27396.0,reported,2 hrs 42 mins,6 hrs 40 mins,6 hrs 26 mins
Broome Hospital,Hospital,WA,Small hospitals,2024-25,2024,All patients,25673.0,reported,2 hrs 39 mins,6 hrs 43 mins,6 hrs 45 mins
Broome Hospital,Hospital,WA,Small hospitals,2011-12,2011,Not subsequently admitted patients,17388.0,reported,1 hrs 30 mins,3 hrs 30 mins,3 hrs 35 mins
Broome Hospital,Hospital,WA,Small hospitals,2012-13,2012,Not subsequently admitted patients,17192.0,reported,1 hrs 20 mins,3 hrs 8 mins,3 hrs 43 mins
Broome Hospital,Hospital,WA,Small hospitals,2013-14,2013,Not subsequently admitted patients,18094.0,reported,1 hrs 15 mins,2 hrs 52 mins,3 hrs 34 mins
Broome Hospital,Hospital,WA,Small hospitals,2014-15,2014,Not subsequently admitted patients,16999.0,reported,1 hrs 20 mins,3 hrs 1 mins,3 hrs 34 mins
Broome Hospital,Hospital,WA,Small hospitals,2015-16,2015,Not subsequently admitted patients,17682.0,reported,1 hrs 22 mins,3 hrs 2 mins,3 hrs 49 mins
Broome Hospital,Hospital,WA,Small hospitals,2016-17,2016,Not subsequently admitted patients,19344.0,reported,1 hrs 31 mins,3 hrs 22 mins,3 hrs 52 mins
Broome Hospital,Hospital,WA,Small hospitals,2017-18,2017,Not subsequently admitted patients,20767.0,reported,1 hrs 46 mins,3 hrs 50 mins,3 hrs 58 mins
Broome Hospital,Hospital,WA,Small hospitals,2018-19,2018,Not subsequently admitted patients,20293.0,reported,1 hrs 37 mins,3 hrs 35 mins,4 hrs 4 mins
Broome Hospital,Hospital,WA,Small hospitals,2019-20,2019,Not subsequently admitted patients,20219.0,reported,1 hrs 46 mins,3 hrs 51 mins,4 hrs 15 mins
Broome Hospital,Hospital,WA,Small hospitals,2020-21,2020,Not subsequently admitted patients,21112.0,reported,2 hrs 11 mins,4 hrs 36 mins,4 hrs 36 mins
Broome Hospital,Hospital,WA,Small hospitals,2021-22,2021,Not subsequently admitted patients,21322.0,reported,2 hrs 15 mins,4 hrs 59 mins,5 hrs 4 mins
Broome Hospital,Hospital,WA,Small hospitals,2022-23,2022,Not subsequently admitted patients,21734.0,reported,2 hrs 4 mins,4 hrs 52 mins,5 hrs 20 mins
Broome Hospital,Hospital,WA,Small hospitals,2023-24,2023,Not subsequently admitted patients,22313.0,reported,2 hrs 23 mins,5 hrs 19 mins,5 hrs 33 mins
Broome Hospital,Hospital,WA,Small hospitals,2024-25,2024,Not subsequently admitted patients,20805.0,reported,2 hrs 19 mins,5 hrs 14 mins,5 hrs 45 mins
Broome Hospital,Hospital,WA,Small hospitals,2011-12,2011,Subsequently admitted patients,3681.0,reported,3 hrs 30 mins,7 hrs 10 mins,7 hrs 35 mins
Broome Hospital,Hospital,WA,Small hospitals,2012-13,2012,Subsequently admitted patients,4040.0,reported,3 hrs 16 mins,6 hrs 20 mins,7 hrs 32 mins
Broome Hospital,Hospital,WA,Small hospitals,2013-14,2013,Subsequently admitted patients,3408.0,reported,3 hrs 7 mins,5 hrs 5 mins,7 hrs 36 mins
Broome Hospital,Hospital,WA,Small hospitals,2014-15,2014,Subsequently admitted patients,3797.0,reported,3 hrs 17 mins,5 hrs 27 mins,7 hrs 42 mins
Broome Hospital,Hospital,WA,Small hospitals,2015-16,2015,Subsequently admitted patients,3919.0,reported,3 hrs 27 mins,5 hrs 46 mins,7 hrs 16 mins
Broome Hospital,Hospital,WA,Small hospitals,2016-17,2016,Subsequently admitted patients,3679.0,reported,3 hrs 43 mins,6 hrs 21 mins,7 hrs 14 mins
Broome Hospital,Hospital,WA,Small hospitals,2017-18,2017,Subsequently admitted patients,3743.0,reported,3 hrs 59 mins,7 hrs 19 mins,7 hrs 34 mins
Broome Hospital,Hospital,WA,Small hospitals,2018-19,2018,Subsequently admitted patients,3741.0,reported,3 hrs 59 mins,7 hrs 10 mins,7 hrs 43 mins
Broome Hospital,Hospital,WA,Small hospitals,2019-20,2019,Subsequently admitted patients,3754.0,reported,3 hrs 59 mins,7 hrs 43 mins,7 hrs 44 mins
Broome Hospital,Hospital,WA,Small hospitals,2020-21,2020,Subsequently admitted patients,3893.0,reported,4 hrs 49 mins,8 hrs 48 mins,8 hrs 41 mins
Broome Hospital,Hospital,WA,Small hospitals,2021-22,2021,Subsequently admitted patients,3692.0,reported,5 hrs 14 mins,10 hrs 28 mins,9 hrs 39 mins
Broome Hospital,Hospital,WA,Small hospitals,2022-23,2022,Subsequently admitted patients,4675.0,reported,4 hrs 22 mins,9 hrs 45 mins,10 hrs 28 mins
Broome Hospital,Hospital,WA,Small hospitals,2023-24,2023,Subsequently admitted patients,5083.0,reported,4 hrs 41 mins,10 hrs 7 mins,11 hrs 41 mins
Broome Hospital,Hospital,WA,Small hospitals,2024-25,2024,Subsequently admitted patients,4868.0,reported,4 hrs 44 mins,10 hrs 44 mins,12 hrs 33 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2011-12,2011,All patients,34979.0,reported,2 hrs 14 mins,5 hrs 29 mins,5 hrs 19 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2012-13,2012,All patients,35627.0,reported,2 hrs 34 mins,5 hrs 46 mins,5 hrs 13 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2013-14,2013,All patients,37518.0,reported,2 hrs 39 mins,6 hrs 11 mins,5 hrs 10 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2014-15,2014,All patients,39929.0,reported,2 hrs 34 mins,6 hrs 33 mins,5 hrs 9 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2015-16,2015,All patients,40314.0,reported,2 hrs 42 mins,6 hrs 28 mins,5 hrs 13 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2016-17,2016,All patients,39359.0,reported,2 hrs 44 mins,6 hrs 17 mins,5 hrs 20 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2017-18,2017,All patients,39838.0,reported,2 hrs 47 mins,6 hrs 32 mins,5 hrs 24 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2018-19,2018,All patients,41623.0,reported,2 hrs 59 mins,6 hrs 43 mins,5 hrs 36 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2019-20,2019,All patients,39517.0,reported,2 hrs 55 mins,6 hrs 50 mins,5 hrs 53 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2020-21,2020,All patients,42947.0,reported,2 hrs 58 mins,7 hrs 17 mins,6 hrs 20 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2021-22,2021,All patients,43054.0,reported,3 hrs 18 mins,8 hrs 36 mins,6 hrs 52 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2022-23,2022,All patients,44192.0,reported,3 hrs 28 mins,8 hrs 55 mins,7 hrs 23 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2023-24,2023,All patients,46933.0,reported,3 hrs 36 mins,8 hrs 47 mins,7 hrs 26 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2024-25,2024,All patients,47350.0,reported,3 hrs 53 mins,9 hrs 31 mins,8 hrs 21 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2011-12,2011,Not subsequently admitted patients,27932.0,reported,1 hrs 52 mins,4 hrs 18 mins,4 hrs 6 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2012-13,2012,Not subsequently admitted patients,28016.0,reported,2 hrs 11 mins,4 hrs 42 mins,4 hrs 10 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2013-14,2013,Not subsequently admitted patients,29718.0,reported,2 hrs 16 mins,4 hrs 55 mins,4 hrs 4 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2014-15,2014,Not subsequently admitted patients,30966.0,reported,2 hrs 12 mins,4 hrs 55 mins,4 hrs 5 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2015-16,2015,Not subsequently admitted patients,29988.0,reported,2 hrs 18 mins,5 hrs 4 mins,4 hrs 19 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2016-17,2016,Not subsequently admitted patients,27859.0,reported,2 hrs 29 mins,5 hrs 13 mins,4 hrs 22 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2017-18,2017,Not subsequently admitted patients,27936.0,reported,2 hrs 29 mins,5 hrs 24 mins,4 hrs 27 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2018-19,2018,Not subsequently admitted patients,29216.0,reported,2 hrs 38 mins,5 hrs 43 mins,4 hrs 39 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2019-20,2019,Not subsequently admitted patients,27343.0,reported,2 hrs 32 mins,5 hrs 43 mins,4 hrs 50 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2020-21,2020,Not subsequently admitted patients,30091.0,reported,2 hrs 34 mins,5 hrs 48 mins,5 hrs 10 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2021-22,2021,Not subsequently admitted patients,31118.0,reported,2 hrs 52 mins,6 hrs 29 mins,5 hrs 31 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2022-23,2022,Not subsequently admitted patients,31777.0,reported,3 hrs 0 mins,6 hrs 39 mins,5 hrs 50 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2023-24,2023,Not subsequently admitted patients,33433.0,reported,3 hrs 10 mins,6 hrs 53 mins,5 hrs 50 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2024-25,2024,Not subsequently admitted patients,33831.0,reported,3 hrs 26 mins,7 hrs 18 mins,6 hrs 30 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2011-12,2011,Subsequently admitted patients,7045.0,reported,4 hrs 15 mins,8 hrs 0 mins,9 hrs 13 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2012-13,2012,Subsequently admitted patients,7610.0,reported,4 hrs 16 mins,7 hrs 55 mins,8 hrs 40 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2013-14,2013,Subsequently admitted patients,7799.0,reported,4 hrs 33 mins,9 hrs 29 mins,8 hrs 43 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2014-15,2014,Subsequently admitted patients,8963.0,reported,4 hrs 27 mins,10 hrs 32 mins,8 hrs 49 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2015-16,2015,Subsequently admitted patients,10323.0,reported,3 hrs 59 mins,9 hrs 18 mins,8 hrs 9 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2016-17,2016,Subsequently admitted patients,11498.0,reported,3 hrs 35 mins,8 hrs 46 mins,8 hrs 25 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2017-18,2017,Subsequently admitted patients,11901.0,reported,3 hrs 38 mins,8 hrs 55 mins,8 hrs 28 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2018-19,2018,Subsequently admitted patients,12405.0,reported,3 hrs 49 mins,8 hrs 36 mins,8 hrs 30 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2019-20,2019,Subsequently admitted patients,12172.0,reported,3 hrs 54 mins,8 hrs 29 mins,9 hrs 7 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2020-21,2020,Subsequently admitted patients,12853.0,reported,4 hrs 9 mins,9 hrs 58 mins,10 hrs 14 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2021-22,2021,Subsequently admitted patients,11934.0,reported,5 hrs 2 mins,15 hrs 0 mins,12 hrs 23 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2022-23,2022,Subsequently admitted patients,12413.0,reported,5 hrs 25 mins,14 hrs 31 mins,14 hrs 24 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2023-24,2023,Subsequently admitted patients,13500.0,reported,5 hrs 23 mins,12 hrs 30 mins,14 hrs 46 mins
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2024-25,2024,Subsequently admitted patients,13515.0,reported,5 hrs 53 mins,14 hrs 3 mins,18 hrs 34 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2014-15,2014,All patients,20668.0,reported,1 hrs 31 mins,4 hrs 8 mins,4 hrs 27 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2015-16,2015,All patients,22779.0,reported,1 hrs 39 mins,4 hrs 38 mins,4 hrs 28 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2016-17,2016,All patients,21672.0,reported,1 hrs 44 mins,5 hrs 14 mins,4 hrs 32 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2017-18,2017,All patients,22270.0,reported,1 hrs 41 mins,4 hrs 34 mins,4 hrs 41 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2018-19,2018,All patients,23661.0,reported,1 hrs 47 mins,4 hrs 33 mins,4 hrs 49 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2019-20,2019,All patients,23426.0,reported,1 hrs 51 mins,5 hrs 8 mins,4 hrs 59 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2020-21,2020,All patients,25703.0,reported,1 hrs 55 mins,5 hrs 27 mins,5 hrs 20 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2021-22,2021,All patients,25231.0,reported,2 hrs 12 mins,5 hrs 53 mins,5 hrs 49 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2022-23,2022,All patients,26059.0,reported,2 hrs 20 mins,6 hrs 26 mins,6 hrs 6 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2023-24,2023,All patients,27520.0,reported,2 hrs 27 mins,6 hrs 52 mins,6 hrs 26 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2024-25,2024,All patients,28124.0,reported,2 hrs 38 mins,8 hrs 0 mins,6 hrs 45 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2014-15,2014,Not subsequently admitted patients,19157.0,reported,1 hrs 25 mins,3 hrs 44 mins,3 hrs 34 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2015-16,2015,Not subsequently admitted patients,21298.0,reported,1 hrs 33 mins,4 hrs 7 mins,3 hrs 49 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2016-17,2016,Not subsequently admitted patients,20390.0,reported,1 hrs 39 mins,4 hrs 33 mins,3 hrs 52 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2017-18,2017,Not subsequently admitted patients,20520.0,reported,1 hrs 35 mins,4 hrs 0 mins,3 hrs 58 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2018-19,2018,Not subsequently admitted patients,21271.0,reported,1 hrs 40 mins,3 hrs 59 mins,4 hrs 4 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2019-20,2019,Not subsequently admitted patients,20869.0,reported,1 hrs 43 mins,4 hrs 22 mins,4 hrs 15 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2020-21,2020,Not subsequently admitted patients,23212.0,reported,1 hrs 46 mins,4 hrs 37 mins,4 hrs 36 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2021-22,2021,Not subsequently admitted patients,22544.0,reported,2 hrs 3 mins,4 hrs 57 mins,5 hrs 4 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2022-23,2022,Not subsequently admitted patients,23305.0,reported,2 hrs 10 mins,5 hrs 14 mins,5 hrs 20 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2023-24,2023,Not subsequently admitted patients,24518.0,reported,2 hrs 16 mins,5 hrs 28 mins,5 hrs 33 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2024-25,2024,Not subsequently admitted patients,25056.0,reported,2 hrs 25 mins,6 hrs 12 mins,5 hrs 45 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2014-15,2014,Subsequently admitted patients,1510.0,reported,3 hrs 35 mins,6 hrs 38 mins,7 hrs 42 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2015-16,2015,Subsequently admitted patients,1481.0,reported,4 hrs 23 mins,7 hrs 49 mins,7 hrs 16 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2016-17,2016,Subsequently admitted patients,1282.0,reported,5 hrs 35 mins,10 hrs 33 mins,7 hrs 14 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2017-18,2017,Subsequently admitted patients,1750.0,reported,3 hrs 50 mins,7 hrs 57 mins,7 hrs 34 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2018-19,2018,Subsequently admitted patients,2390.0,reported,3 hrs 37 mins,7 hrs 37 mins,7 hrs 43 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2019-20,2019,Subsequently admitted patients,2557.0,reported,3 hrs 52 mins,8 hrs 35 mins,7 hrs 44 mins
Busselton Health Campus,Hospital,WA,Small hospitals,2020-21,2020,Subsequently admitted patients,2491.0,reported,4 hrs 35 mins,10 hrs 36 mins,8 hrs 41 mins
