reporting_unit,reporting_unit_type,state,financial_year,year,triage_category,number_of_presentations,number_of_presentations_flag
Royal Children's Hospital [Queensland],Hospital,Qld,2011-12,2011,Semi-Urgent,13172.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2012-13,2012,Semi-Urgent,10944.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2013-14,2013,Semi-Urgent,10936.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2014-15,2014,Semi-Urgent,4253.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2011-12,2011,Urgent,9216.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2012-13,2012,Urgent,8193.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2013-14,2013,Urgent,8480.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2014-15,2014,Urgent,3420.0,reported
Sunshine Coast,Local Hospital Network,Qld,2018-19,2018,Emergency,22695.0,reported
Sunshine Coast,Local Hospital Network,Qld,2019-20,2019,Emergency,23657.0,reported
Sunshine Coast,Local Hospital Network,Qld,2020-21,2020,Emergency,27479.0,reported
Sunshine Coast,Local Hospital Network,Qld,2021-22,2021,Emergency,29020.0,reported
Sunshine Coast,Local Hospital Network,Qld,2022-23,2022,Emergency,30146.0,reported
Sunshine Coast,Local Hospital Network,Qld,2023-24,2023,Emergency,34086.0,reported
Sunshine Coast,Local Hospital Network,Qld,2024-25,2024,Emergency,34596.0,reported
Sunshine Coast,Local Hospital Network,Qld,2018-19,2018,Non-Urgent,5138.0,reported
Sunshine Coast,Local Hospital Network,Qld,2019-20,2019,Non-Urgent,5533.0,reported
Sunshine Coast,Local Hospital Network,Qld,2020-21,2020,Non-Urgent,5319.0,reported
Sunshine Coast,Local Hospital Network,Qld,2021-22,2021,Non-Urgent,5586.0,reported
Sunshine Coast,Local Hospital Network,Qld,2022-23,2022,Non-Urgent,4794.0,reported
Sunshine Coast,Local Hospital Network,Qld,2023-24,2023,Non-Urgent,5535.0,reported
Sunshine Coast,Local Hospital Network,Qld,2024-25,2024,Non-Urgent,4818.0,reported
Sunshine Coast,Local Hospital Network,Qld,2018-19,2018,Resuscitation,987.0,reported
Sunshine Coast,Local Hospital Network,Qld,2019-20,2019,Resuscitation,969.0,reported
Sunshine Coast,Local Hospital Network,Qld,2020-21,2020,Resuscitation,1029.0,reported
Sunshine Coast,Local Hospital Network,Qld,2021-22,2021,Resuscitation,1013.0,reported
Sunshine Coast,Local Hospital Network,Qld,2022-23,2022,Resuscitation,1180.0,reported
Sunshine Coast,Local Hospital Network,Qld,2023-24,2023,Resuscitation,1296.0,reported
Sunshine Coast,Local Hospital Network,Qld,2024-25,2024,Resuscitation,1027.0,reported
Sunshine Coast,Local Hospital Network,Qld,2018-19,2018,Semi-Urgent,48229.0,reported
Sunshine Coast,Local Hospital Network,Qld,2019-20,2019,Semi-Urgent,46949.0,reported
Sunshine Coast,Local Hospital Network,Qld,2020-21,2020,Semi-Urgent,51140.0,reported
Sunshine Coast,Local Hospital Network,Qld,2021-22,2021,Semi-Urgent,50290.0,reported
Sunshine Coast,Local Hospital Network,Qld,2022-23,2022,Semi-Urgent,49455.0,reported
Sunshine Coast,Local Hospital Network,Qld,2023-24,2023,Semi-Urgent,51113.0,reported
Sunshine Coast,Local Hospital Network,Qld,2024-25,2024,Semi-Urgent,51431.0,reported
Sunshine Coast,Local Hospital Network,Qld,2018-19,2018,Urgent,60764.0,reported
Sunshine Coast,Local Hospital Network,Qld,2019-20,2019,Urgent,63883.0,reported
Sunshine Coast,Local Hospital Network,Qld,2020-21,2020,Urgent,69457.0,reported
Sunshine Coast,Local Hospital Network,Qld,2021-22,2021,Urgent,71981.0,reported
Sunshine Coast,Local Hospital Network,Qld,2022-23,2022,Urgent,76407.0,reported
Sunshine Coast,Local Hospital Network,Qld,2023-24,2023,Urgent,80308.0,reported
Sunshine Coast,Local Hospital Network,Qld,2024-25,2024,Urgent,83616.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2016-17,2016,Emergency,2702.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2017-18,2017,Emergency,11806.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2018-19,2018,Emergency,13968.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2019-20,2019,Emergency,14753.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2020-21,2020,Emergency,17385.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2021-22,2021,Emergency,18520.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2022-23,2022,Emergency,19715.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2023-24,2023,Emergency,22863.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2024-25,2024,Emergency,22386.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2016-17,2016,Non-Urgent,582.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2017-18,2017,Non-Urgent,2749.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2018-19,2018,Non-Urgent,2047.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2019-20,2019,Non-Urgent,2452.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2020-21,2020,Non-Urgent,3000.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2021-22,2021,Non-Urgent,3237.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2022-23,2022,Non-Urgent,2530.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2023-24,2023,Non-Urgent,2719.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2024-25,2024,Non-Urgent,2240.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2016-17,2016,Resuscitation,170.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2017-18,2017,Resuscitation,588.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2018-19,2018,Resuscitation,747.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2019-20,2019,Resuscitation,714.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2020-21,2020,Resuscitation,785.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2021-22,2021,Resuscitation,764.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2022-23,2022,Resuscitation,929.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2023-24,2023,Resuscitation,1003.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2024-25,2024,Resuscitation,739.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2016-17,2016,Semi-Urgent,5624.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2017-18,2017,Semi-Urgent,22908.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2018-19,2018,Semi-Urgent,21658.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2019-20,2019,Semi-Urgent,21354.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2020-21,2020,Semi-Urgent,24622.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2021-22,2021,Semi-Urgent,25024.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2022-23,2022,Semi-Urgent,24084.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2023-24,2023,Semi-Urgent,24095.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2024-25,2024,Semi-Urgent,24384.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2016-17,2016,Urgent,7767.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2017-18,2017,Urgent,33773.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2018-19,2018,Urgent,36618.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2019-20,2019,Urgent,37336.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2020-21,2020,Urgent,40299.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2021-22,2021,Urgent,42107.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2022-23,2022,Urgent,44706.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2023-24,2023,Urgent,47677.0,reported
Sunshine Coast University Hospital,Hospital,Qld,2024-25,2024,Urgent,48588.0,reported
The Prince Charles Hospital,Hospital,Qld,2011-12,2011,Emergency,6026.0,reported
The Prince Charles Hospital,Hospital,Qld,2012-13,2012,Emergency,7410.0,reported
The Prince Charles Hospital,Hospital,Qld,2013-14,2013,Emergency,8475.0,reported
The Prince Charles Hospital,Hospital,Qld,2014-15,2014,Emergency,8572.0,reported
The Prince Charles Hospital,Hospital,Qld,2015-16,2015,Emergency,9958.0,reported
The Prince Charles Hospital,Hospital,Qld,2016-17,2016,Emergency,10840.0,reported
The Prince Charles Hospital,Hospital,Qld,2017-18,2017,Emergency,11933.0,reported
The Prince Charles Hospital,Hospital,Qld,2018-19,2018,Emergency,13074.0,reported
The Prince Charles Hospital,Hospital,Qld,2019-20,2019,Emergency,14438.0,reported
The Prince Charles Hospital,Hospital,Qld,2020-21,2020,Emergency,16298.0,reported
The Prince Charles Hospital,Hospital,Qld,2021-22,2021,Emergency,17244.0,reported
The Prince Charles Hospital,Hospital,Qld,2022-23,2022,Emergency,20545.0,reported
The Prince Charles Hospital,Hospital,Qld,2023-24,2023,Emergency,20251.0,reported
The Prince Charles Hospital,Hospital,Qld,2024-25,2024,Emergency,19606.0,reported
The Prince Charles Hospital,Hospital,Qld,2011-12,2011,Non-Urgent,2332.0,reported
The Prince Charles Hospital,Hospital,Qld,2012-13,2012,Non-Urgent,2921.0,reported
The Prince Charles Hospital,Hospital,Qld,2013-14,2013,Non-Urgent,4172.0,reported
The Prince Charles Hospital,Hospital,Qld,2014-15,2014,Non-Urgent,6769.0,reported
The Prince Charles Hospital,Hospital,Qld,2015-16,2015,Non-Urgent,6827.0,reported
The Prince Charles Hospital,Hospital,Qld,2016-17,2016,Non-Urgent,6303.0,reported
The Prince Charles Hospital,Hospital,Qld,2017-18,2017,Non-Urgent,7006.0,reported
The Prince Charles Hospital,Hospital,Qld,2018-19,2018,Non-Urgent,5494.0,reported
The Prince Charles Hospital,Hospital,Qld,2019-20,2019,Non-Urgent,11973.0,reported
The Prince Charles Hospital,Hospital,Qld,2020-21,2020,Non-Urgent,43554.0,reported
The Prince Charles Hospital,Hospital,Qld,2021-22,2021,Non-Urgent,25779.0,reported
The Prince Charles Hospital,Hospital,Qld,2022-23,2022,Non-Urgent,4930.0,reported
The Prince Charles Hospital,Hospital,Qld,2023-24,2023,Non-Urgent,4244.0,reported
The Prince Charles Hospital,Hospital,Qld,2024-25,2024,Non-Urgent,4584.0,reported
The Prince Charles Hospital,Hospital,Qld,2011-12,2011,Resuscitation,349.0,reported
The Prince Charles Hospital,Hospital,Qld,2012-13,2012,Resuscitation,338.0,reported
The Prince Charles Hospital,Hospital,Qld,2013-14,2013,Resuscitation,351.0,reported
The Prince Charles Hospital,Hospital,Qld,2014-15,2014,Resuscitation,302.0,reported
The Prince Charles Hospital,Hospital,Qld,2015-16,2015,Resuscitation,361.0,reported
The Prince Charles Hospital,Hospital,Qld,2016-17,2016,Resuscitation,344.0,reported
The Prince Charles Hospital,Hospital,Qld,2017-18,2017,Resuscitation,385.0,reported
The Prince Charles Hospital,Hospital,Qld,2018-19,2018,Resuscitation,307.0,reported
The Prince Charles Hospital,Hospital,Qld,2019-20,2019,Resuscitation,383.0,reported
The Prince Charles Hospital,Hospital,Qld,2020-21,2020,Resuscitation,395.0,reported
The Prince Charles Hospital,Hospital,Qld,2021-22,2021,Resuscitation,459.0,reported
The Prince Charles Hospital,Hospital,Qld,2022-23,2022,Resuscitation,682.0,reported
The Prince Charles Hospital,Hospital,Qld,2023-24,2023,Resuscitation,837.0,reported
The Prince Charles Hospital,Hospital,Qld,2024-25,2024,Resuscitation,797.0,reported
The Prince Charles Hospital,Hospital,Qld,2011-12,2011,Semi-Urgent,14076.0,reported
The Prince Charles Hospital,Hospital,Qld,2012-13,2012,Semi-Urgent,20764.0,reported
The Prince Charles Hospital,Hospital,Qld,2013-14,2013,Semi-Urgent,24401.0,reported
The Prince Charles Hospital,Hospital,Qld,2014-15,2014,Semi-Urgent,28592.0,reported
The Prince Charles Hospital,Hospital,Qld,2015-16,2015,Semi-Urgent,31774.0,reported
The Prince Charles Hospital,Hospital,Qld,2016-17,2016,Semi-Urgent,30135.0,reported
The Prince Charles Hospital,Hospital,Qld,2017-18,2017,Semi-Urgent,31624.0,reported
The Prince Charles Hospital,Hospital,Qld,2018-19,2018,Semi-Urgent,32791.0,reported
The Prince Charles Hospital,Hospital,Qld,2019-20,2019,Semi-Urgent,33520.0,reported
The Prince Charles Hospital,Hospital,Qld,2020-21,2020,Semi-Urgent,37806.0,reported
The Prince Charles Hospital,Hospital,Qld,2021-22,2021,Semi-Urgent,37930.0,reported
The Prince Charles Hospital,Hospital,Qld,2022-23,2022,Semi-Urgent,37673.0,reported
The Prince Charles Hospital,Hospital,Qld,2023-24,2023,Semi-Urgent,35053.0,reported
The Prince Charles Hospital,Hospital,Qld,2024-25,2024,Semi-Urgent,35308.0,reported
The Prince Charles Hospital,Hospital,Qld,2011-12,2011,Urgent,23979.0,reported
The Prince Charles Hospital,Hospital,Qld,2012-13,2012,Urgent,29392.0,reported
The Prince Charles Hospital,Hospital,Qld,2013-14,2013,Urgent,32096.0,reported
The Prince Charles Hospital,Hospital,Qld,2014-15,2014,Urgent,33267.0,reported
The Prince Charles Hospital,Hospital,Qld,2015-16,2015,Urgent,36215.0,reported
The Prince Charles Hospital,Hospital,Qld,2016-17,2016,Urgent,38682.0,reported
The Prince Charles Hospital,Hospital,Qld,2017-18,2017,Urgent,40679.0,reported
The Prince Charles Hospital,Hospital,Qld,2018-19,2018,Urgent,44805.0,reported
The Prince Charles Hospital,Hospital,Qld,2019-20,2019,Urgent,44276.0,reported
The Prince Charles Hospital,Hospital,Qld,2020-21,2020,Urgent,46233.0,reported
The Prince Charles Hospital,Hospital,Qld,2021-22,2021,Urgent,49249.0,reported
The Prince Charles Hospital,Hospital,Qld,2022-23,2022,Urgent,51700.0,reported
The Prince Charles Hospital,Hospital,Qld,2023-24,2023,Urgent,54632.0,reported
The Prince Charles Hospital,Hospital,Qld,2024-25,2024,Urgent,53331.0,reported
Toowoomba Hospital,Hospital,Qld,2011-12,2011,Emergency,3036.0,reported
Toowoomba Hospital,Hospital,Qld,2012-13,2012,Emergency,3507.0,reported
Toowoomba Hospital,Hospital,Qld,2013-14,2013,Emergency,4593.0,reported
Toowoomba Hospital,Hospital,Qld,2014-15,2014,Emergency,5137.0,reported
Toowoomba Hospital,Hospital,Qld,2015-16,2015,Emergency,5750.0,reported
Toowoomba Hospital,Hospital,Qld,2016-17,2016,Emergency,5794.0,reported
Toowoomba Hospital,Hospital,Qld,2017-18,2017,Emergency,6439.0,reported
Toowoomba Hospital,Hospital,Qld,2018-19,2018,Emergency,7936.0,reported
Toowoomba Hospital,Hospital,Qld,2019-20,2019,Emergency,9477.0,reported
Toowoomba Hospital,Hospital,Qld,2020-21,2020,Emergency,10765.0,reported
Toowoomba Hospital,Hospital,Qld,2021-22,2021,Emergency,11498.0,reported
Toowoomba Hospital,Hospital,Qld,2022-23,2022,Emergency,13128.0,reported
Toowoomba Hospital,Hospital,Qld,2023-24,2023,Emergency,14902.0,reported
Toowoomba Hospital,Hospital,Qld,2024-25,2024,Emergency,15272.0,reported
Toowoomba Hospital,Hospital,Qld,2011-12,2011,Non-Urgent,1762.0,reported
Toowoomba Hospital,Hospital,Qld,2012-13,2012,Non-Urgent,1527.0,reported
Toowoomba Hospital,Hospital,Qld,2013-14,2013,Non-Urgent,1178.0,reported
Toowoomba Hospital,Hospital,Qld,2014-15,2014,Non-Urgent,1265.0,reported
Toowoomba Hospital,Hospital,Qld,2015-16,2015,Non-Urgent,1236.0,reported
Toowoomba Hospital,Hospital,Qld,2016-17,2016,Non-Urgent,1311.0,reported
Toowoomba Hospital,Hospital,Qld,2017-18,2017,Non-Urgent,1298.0,reported
Toowoomba Hospital,Hospital,Qld,2018-19,2018,Non-Urgent,1131.0,reported
Toowoomba Hospital,Hospital,Qld,2019-20,2019,Non-Urgent,1147.0,reported
Toowoomba Hospital,Hospital,Qld,2020-21,2020,Non-Urgent,1298.0,reported
Toowoomba Hospital,Hospital,Qld,2021-22,2021,Non-Urgent,1331.0,reported
Toowoomba Hospital,Hospital,Qld,2022-23,2022,Non-Urgent,1388.0,reported
Toowoomba Hospital,Hospital,Qld,2023-24,2023,Non-Urgent,1399.0,reported
Toowoomba Hospital,Hospital,Qld,2024-25,2024,Non-Urgent,1243.0,reported
Toowoomba Hospital,Hospital,Qld,2011-12,2011,Resuscitation,282.0,reported
Toowoomba Hospital,Hospital,Qld,2012-13,2012,Resuscitation,356.0,reported
Toowoomba Hospital,Hospital,Qld,2013-14,2013,Resuscitation,378.0,reported
Toowoomba Hospital,Hospital,Qld,2014-15,2014,Resuscitation,412.0,reported
Toowoomba Hospital,Hospital,Qld,2015-16,2015,Resuscitation,560.0,reported
Toowoomba Hospital,Hospital,Qld,2016-17,2016,Resuscitation,464.0,reported
Toowoomba Hospital,Hospital,Qld,2017-18,2017,Resuscitation,447.0,reported
Toowoomba Hospital,Hospital,Qld,2018-19,2018,Resuscitation,461.0,reported
Toowoomba Hospital,Hospital,Qld,2019-20,2019,Resuscitation,454.0,reported
Toowoomba Hospital,Hospital,Qld,2020-21,2020,Resuscitation,469.0,reported
Toowoomba Hospital,Hospital,Qld,2021-22,2021,Resuscitation,508.0,reported
Toowoomba Hospital,Hospital,Qld,2022-23,2022,Resuscitation,622.0,reported
Toowoomba Hospital,Hospital,Qld,2023-24,2023,Resuscitation,641.0,reported
Toowoomba Hospital,Hospital,Qld,2024-25,2024,Resuscitation,721.0,reported
Toowoomba Hospital,Hospital,Qld,2011-12,2011,Semi-Urgent,22284.0,reported
Toowoomba Hospital,Hospital,Qld,2012-13,2012,Semi-Urgent,21404.0,reported
Toowoomba Hospital,Hospital,Qld,2013-14,2013,Semi-Urgent,20080.0,reported
Toowoomba Hospital,Hospital,Qld,2014-15,2014,Semi-Urgent,18867.0,reported
Toowoomba Hospital,Hospital,Qld,2015-16,2015,Semi-Urgent,18190.0,reported
Toowoomba Hospital,Hospital,Qld,2016-17,2016,Semi-Urgent,17229.0,reported
Toowoomba Hospital,Hospital,Qld,2017-18,2017,Semi-Urgent,15913.0,reported
Toowoomba Hospital,Hospital,Qld,2018-19,2018,Semi-Urgent,14653.0,reported
Toowoomba Hospital,Hospital,Qld,2019-20,2019,Semi-Urgent,13180.0,reported
Toowoomba Hospital,Hospital,Qld,2020-21,2020,Semi-Urgent,14619.0,reported
Toowoomba Hospital,Hospital,Qld,2021-22,2021,Semi-Urgent,13393.0,reported
Toowoomba Hospital,Hospital,Qld,2022-23,2022,Semi-Urgent,13344.0,reported
Toowoomba Hospital,Hospital,Qld,2023-24,2023,Semi-Urgent,12390.0,reported
Toowoomba Hospital,Hospital,Qld,2024-25,2024,Semi-Urgent,10762.0,reported
Toowoomba Hospital,Hospital,Qld,2011-12,2011,Urgent,16823.0,reported
Toowoomba Hospital,Hospital,Qld,2012-13,2012,Urgent,18641.0,reported
Toowoomba Hospital,Hospital,Qld,2013-14,2013,Urgent,21737.0,reported
Toowoomba Hospital,Hospital,Qld,2014-15,2014,Urgent,23683.0,reported
Toowoomba Hospital,Hospital,Qld,2015-16,2015,Urgent,25192.0,reported
Toowoomba Hospital,Hospital,Qld,2016-17,2016,Urgent,26177.0,reported
Toowoomba Hospital,Hospital,Qld,2017-18,2017,Urgent,29565.0,reported
Toowoomba Hospital,Hospital,Qld,2018-19,2018,Urgent,31833.0,reported
Toowoomba Hospital,Hospital,Qld,2019-20,2019,Urgent,32994.0,reported
Toowoomba Hospital,Hospital,Qld,2020-21,2020,Urgent,35256.0,reported
Toowoomba Hospital,Hospital,Qld,2021-22,2021,Urgent,35852.0,reported
Toowoomba Hospital,Hospital,Qld,2022-23,2022,Urgent,36415.0,reported
Toowoomba Hospital,Hospital,Qld,2023-24,2023,Urgent,36888.0,reported
Toowoomba Hospital,Hospital,Qld,2024-25,2024,Urgent,33913.0,reported
Townsville,Local Hospital Network,Qld,2018-19,2018,Emergency,10063.0,reported
Townsville,Local Hospital Network,Qld,2019-20,2019,Emergency,11315.0,reported
Townsville,Local Hospital Network,Qld,2020-21,2020,Emergency,12870.0,reported
Townsville,Local Hospital Network,Qld,2021-22,2021,Emergency,12657.0,reported
Townsville,Local Hospital Network,Qld,2022-23,2022,Emergency,13505.0,reported
Townsville,Local Hospital Network,Qld,2023-24,2023,Emergency,14586.0,reported
Townsville,Local Hospital Network,Qld,2024-25,2024,Emergency,14563.0,reported
Townsville,Local Hospital Network,Qld,2018-19,2018,Non-Urgent,2331.0,reported
Townsville,Local Hospital Network,Qld,2019-20,2019,Non-Urgent,2371.0,reported
Townsville,Local Hospital Network,Qld,2020-21,2020,Non-Urgent,2330.0,reported
Townsville,Local Hospital Network,Qld,2021-22,2021,Non-Urgent,2375.0,reported
Townsville,Local Hospital Network,Qld,2022-23,2022,Non-Urgent,2186.0,reported
Townsville,Local Hospital Network,Qld,2023-24,2023,Non-Urgent,3280.0,reported
Townsville,Local Hospital Network,Qld,2024-25,2024,Non-Urgent,3750.0,reported
Townsville,Local Hospital Network,Qld,2018-19,2018,Resuscitation,973.0,reported
Townsville,Local Hospital Network,Qld,2019-20,2019,Resuscitation,933.0,reported
Townsville,Local Hospital Network,Qld,2020-21,2020,Resuscitation,763.0,reported
Townsville,Local Hospital Network,Qld,2021-22,2021,Resuscitation,807.0,reported
Townsville,Local Hospital Network,Qld,2022-23,2022,Resuscitation,757.0,reported
Townsville,Local Hospital Network,Qld,2023-24,2023,Resuscitation,686.0,reported
Townsville,Local Hospital Network,Qld,2024-25,2024,Resuscitation,679.0,reported
Townsville,Local Hospital Network,Qld,2018-19,2018,Semi-Urgent,34916.0,reported
Townsville,Local Hospital Network,Qld,2019-20,2019,Semi-Urgent,29714.0,reported
Townsville,Local Hospital Network,Qld,2020-21,2020,Semi-Urgent,31983.0,reported
Townsville,Local Hospital Network,Qld,2021-22,2021,Semi-Urgent,31490.0,reported
Townsville,Local Hospital Network,Qld,2022-23,2022,Semi-Urgent,29751.0,reported
Townsville,Local Hospital Network,Qld,2023-24,2023,Semi-Urgent,30032.0,reported
Townsville,Local Hospital Network,Qld,2024-25,2024,Semi-Urgent,29403.0,reported
